text,gpt_responses,scope3,vague,file_name,responses,scope3_new
"On an annual basis, we conduct audits to ensure our employees are paid equitably.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Additionally, we are diligent and stay aware of the changing regulatory landscape.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category mentioned is ""Purchased goods and services"".",yes
"In 2022, we published our first ever pay gap report for Coca Cola Ireland.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We are working to embed our philosophy into our business practices and processes, and to extend our analyses beyond base pay to broader aspects of our total rewards policies.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"In 2022, we added specific inclusion related questions to our annual Culture Engagement Survey.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Responses serve as a baseline for an Inclusion Index reflecting employee sentiment about belonging, fairness, respect and psychological safety, as well as conditions and behaviors that create an inclusive environment at our company.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"JAPAN: We earned a Rainbow , the highest rating in the 2022 PRIDE Index, for our.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Pride of Africa, an umbrella brand born out of need for LGBTQI representation in Africa.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"ITALY: As a continuation of a longstanding partnership, we were the primary sponsor of the XXXVII edition of the Special.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Turin, where athletes with intellectual disabilities competed in 20 sports.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"They also create diverse sounding boards for business strategies and initiatives, capturing input on potential actions through the lens of diversity, equity and inclusion.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"These regionally structured, globally connected employee groups help build affinity and allyship that enhance our ability to recruit, retain, engage and develop diverse talent.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Inclusion Networks enable associates to participate in professional and personal growth opportunities through training and education, community projects, networking events, cultural heritage month celebrations and management opportunities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"As part of our efforts to create a diverse, equitable and inclusive workplace, we are partnering with the Valuable 500’s.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"This program, which kicks off in 2023, is designed to accelerate opportunities for people with disabilities to become the talented voices of tomorrow’s C Suite.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"SECTION SCOPE: In this section, our DEI actions refer to actions by the company, but exclude our independent bottling partners and independent suppliers and partners.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"By 2030, we aspire to be 50% led by women globally and, in the United States, to align race and ethnicity representation to U.S. census data.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"While these metrics are important indicators of our progress, we are taking an iterative and holistic approach focused on continuous learning.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"In 2022, our global female representation increased 1.1% overall, with increases across all levels.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"In the United States, we saw an increase in Asian and Black African American representation.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Hispanic Equity Accountability Councils (EACs) to guide community engagement and investment, with an emphasis on economic equity.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"EACs are designed to drive quality of life improvements in under resourced communities through economic mobility, financial stability and the well being of individuals and households.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The councils will identify initiatives that reflect diversity in communities which have direct links to our DEI strategy.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Committee approved DEI links to executive compensation as part of the annual incentive for our executive officers, which will help drive our 2030 DEI aspirations.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The links to executive compensation are based on achieving predefined qualitative and quantitative DEI components.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We share diversity metrics quarterly with senior leaders, and we externally publish our representation data annually by race ethnicity (U.S.) and gender (globally) for our overall workforce and leadership.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Opportunity Commission (EEO 1 survey results) on our website.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Bottling Investments Group (BIG), Global Ventures, fairlife and BODYARMOR. For exclusions, please view the criteria statement in the Independent Accountants’ Review Report.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"In 2022, we continued to enhance our diversity hiring efforts through equitable recruitment, interviewing and onboarding processes.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Coca Cola is working to maximize procurement opportunities and proactively engaging and building partnerships with diverse owned suppliers spanning a range of industries.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We are focused on increasing the overall diversity of our suppliers and are working to spend at least 1 billion annually with diverse suppliers.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Purchased goods and services"".",yes
"We aspire to join the Billion Dollar Roundtable the gold standard of supplier diversity, currently with only 27 member companies.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The team is exploring ways to expand our supplier diversity program internationally.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We are a founding sponsor of Rise Up Crowdfunding, an equity crowdfunding portal focused on women and minority owned businesses.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"The platform connects diverse startups with investors to expand access to capital while also providing business management resources and coaching.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the categories of scope 3 emissions.",no
"We share Rise Up’s mission to support businesses and underrepresented groups within the communities we serve.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"This much needed resource can, in many cases, help small businesses scale up or expand their operations, open new locations and grow their brands.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Backlot Movie Experience at La Marqueta in Puerto Rico.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence ""Backlot Movie Experience at La Marqueta in Puerto Rico"" is not discussing scope 3 emissions.",no
"Attendees enjoyed Coca Cola and Latin food pairings, cooking demos, live music performances and more.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In 2022, our brands further expanded into diverse and inclusive marketing.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In the United States, smartwater and vitaminwater launched partnership extension with ESSENCE Communications, a leading media, brand ambassador partnerships with Zendaya and Lil Nas X, respectively, technology and commerce company dedicated to serving Black women and Minute Maid Aguas Frescas (a Latin inspired fruit drink innovation) and communities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,The sentence is not discussing any of the scope 3 categories.,no
"Sprite Zero Sugar teamed up with Marvel budget by 2024.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence ""Sprite Zero Sugar teamed up with Marvel budget by 2024"" is not discussing scope 3 emissions.",no
"Zero Limits campaign, which highlighted underrepresented Black and track to meet this commitment.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"FIFA World Cup 2022 was anchored by a multicultural music anthem recorded by female artists from the Middle East and Latin America.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Foundation, the philanthropic arm of The Coca Cola Company, contributed 94.8 million to 301 organizations around the world to help create a better shared future for the communities our business serves.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Grants funded by the Foundation complement the contributions of our company operating units and bottling partners.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"Red Crescent Societies (IFRC) and other humanitarian organizations providing on the ground emergency relief to millions of people impacted by the war in Ukraine.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"These grants will also provide support to displaced people and refugees in surrounding countries.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Company and its global bottling partners, committed to contributions totaling more than 20 million to support employees and humanitarian relief efforts.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"SECTION SCOPE: The philanthropic giving refers to contributions from The Coca Cola Foundation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We have a long history of supporting local communities in times of crisis a commitment we continued in 2022.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In addition to supporting local communities, the Coca Cola system’s top priority following a natural disaster is to ensure the safety of all associates and their families.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Coca Cola Foundation, bottling partners and system associates.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Coca Cola Foundation, bottling partners and system associates.""",yes
"Atlanta where the first Coca Cola was served in 1886 is a thriving city we are proud to call home.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The Foundation supports transformative ideas and institutions that address pressing and complex global challenges.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"The Coca Cola Foundation remains committed to making a difference by addressing the complex global challenges that impact our communities around the world.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Honduras, Indonesia, Nepal and focus on ensuring sustainable access with local and national organizations the Philippines. to safe drinking water. to develop crisis plans.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We continue to help enable the economic farmers that supply agricultural ingredients customers, suppliers and communities across our value chain.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic,NYSE_KO_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Upstream transportation and distribution"".",yes
"This includes smallholder long history of enhancing the livelihoods of the people in the communities we proudly serve.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"We embrace the Organization for Economic sugar millers to warehousing, construction engineering, transportation and facilities their lives and positively influence society.
","{'scope3': 'yes', 'vague': 'ambiguous'}",yes,ambiguous,NYSE_KO_2022_results.csv,The sentence is not discussing any specific category of scope 3 emissions.,no
"Our management partners, IT, marketing and other underrepresented groups, to have control over enabling all people, particularly vulnerable and service providers.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Co operation and Development (OECD) definition economic empowerment efforts deliver tangible results in markets around the world, where we harness partnerships and deliver programs tailored to local needs and nuances.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Together with our public and private sector partners, including our bottling partners and The Coca Cola Foundation, we exceeded our target, enabling the economic empowerment of more than 6 million women.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Foundation, our owned and independent bottling partners and our independent suppliers and partners.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 mentioned in the sentence is ""Purchased goods and services"".",yes
"We have seen evidence that helping female entrepreneurs overcome social and economic barriers to success creates a ripple effect in local communities with both societal and commercial impacts.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the categories of scope 3 emissions.",no
"Institute report, if women were to play an identical role in the global labor market to that of men, it is estimated that 28 trillion could be added to the global gross domestic product (GDP).
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"While women’s entrepreneurship continues to play an active role in business sustainability, we are broadening economic empowerment efforts to help create shared value and a better shared future through training, networking and mentoring programs aimed at working with underrepresented groups.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"These programs focus on building financial and digital literacy and enabling access to opportunities through our supplier diversity work.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Economic empowerment is one of The Coca Cola Foundation’s six new priority giving pillars.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The Coca Cola Foundation envisions inclusive economies around the world with expanded opportunities for shared prosperity, especially for the communities that face the greatest barriers to advancing their well being.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The Belesteri ( Stepping Stones ) program has empowered more than 50,000 aspiring help over 1,000 small scale women entrepreneurs business owners in rural areas over the last from three provinces grow their retail businesses.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Training and Access to Resources (STAR) program featuring entrepreneurship training, access to financial resources and online business development tools.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The collaboration grants to women entrepreneurs to launch or expand their enterprises.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The program, which is supported by The Coca Cola Foundation, has helped create more than 300 jobs and has provided life changing income streams for hundreds of families.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Coca Cola Philippines’ broader economic through business and financial skills training empowerment strategy to break the cycle of programs in Bolivia, Brazil, Chile, Colombia, generational poverty.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Coca Cola Beverages Africa recently expanded its approach to promoting economic inclusion across its value chain to include under served women, youth and persons with disabilities.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Our networked organization is comprised of nine operating units that are focused on regional and local execution and sit under four geographic operating segments Asia Pacific Europe, Middle East Africa Latin America and North America plus Global Ventures and Bottling Investments Group.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"This structure is supported by our Platform Services organization and center functions, which collectively provide global services and expertise across a range of critical capabilities.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The following pages offer a look at our operations, their business results and some key activities from 2022.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"In 2022, the company gained value share in total nonalcoholic ready to drink beverages, led by share gains in India, Australia,.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We made significant progress on World Without Waste initiatives in the.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"Extended Producer Responsibility regulation embracing circularity.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"With funding from The Coca Cola Foundation, we supported Planet.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"Water Foundation in scaling the deployment of AquaTower community water filtration systems in Cambodia, providing communities in need with clean water access and hygiene education.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Our Unnati Grapes initiative in India trained over 3,000 smallholder farmers to increase the quality and yield of grape cultivation, and supported an all women farmer producer company.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Coca Cola Australia and Coca Cola Europacific Partners Australia pledged to reduce the sugar content in their nonalcoholic beverage portfolio by 25% by 2025, as part of an updated industry wide pledge announced by the Australian Beverages Council.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Coca Cola Japan Company has taken steps to transform their offices and concentrate plant to renewable energy sources for their electricity use.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"The headquarters in Shibuya has been running on renewable electricity since May 2021.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"Note: See pages 72 74 for reconciliations of non GAAP financial measures to our results as reported under U.S. GAAP.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category mentioned is ""Purchased goods and services"".",yes
"For the year, the company gained value share in total nonalcoholic ready to drink beverages, led by share gains in France, Spain and Poland.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The Coca Cola Foundation funded a partnership between the Water.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Water Directorate to improve water access and quality and to reduce water losses in Iraq.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We launched the Coca Cola Believing is Magic global campaign for.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"FIFA World Cup Qatar 2022 by creating end to end, digitally driven experiences.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Our digital platform, the Coca Cola Fan Zone, was activated in 41 markets and featured social experiences for soccer fans.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"In Eswatini, The Coca Cola Foundation supported the Ministry of Health’s.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"Project Last Mile to strengthen the government’s capacity to store ultra cold chain COVID 19 vaccines.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Coca Cola Europacific Partners is supporting the hospitality industry across Spain to measure their emissions, identify emissions reduction opportunities and offset emissions to help reach carbon neutrality through the Hosteleria PorElClima campaign.
","{'scope3': 'yes', 'vague': 'generic'}",yes,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
"We worked with WWF Pakistan to develop a watershed stewardship plan for the Ravi River watershed, a sub basin of the Indus River Basin, and a priority watershed because it is a key ingredient sourcing (sugarcane) and market growth region.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The river extends through both India and Pakistan and supports approximately 38 million people.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Our analysis found that the river faces increasing water scarcity and quality challenges.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The plan addresses infrastructure and ecosystems, community well being, information management, policy and regulations, finance and planning.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"One project already underway is a partnership with WWF Pakistan to address the identified water issues for approximately 360,000 people in Lahore.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Between 2022 2023, the project will install household rainwater harvesting systems, recharge wells to replenish a groundwater aquifer, reforest urban areas and construct floating treatment wetlands.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"The treatment wetlands will allow wastewater to be reused for agriculture purposes and remove pollutants and excess nutrients from village ponds.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"Coca Cola Brazil joined the Yes to Racial Equality program run by the.
","{'scope3': 'no', 'vague': 'ambiguous'}",no,ambiguous,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Identities of Brazil Institute to help generate opportunities for 3 million people in the coming years, and 10,000 new leadership positions for black people by 2030.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Coca Cola Argentina and four bottling partners launched Ruta.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Verde or the Green Road , a recycling project that aims to increase the recovery of materials at collection points.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any of the scope 3 categories.",no
"This new project connects 28 municipalities across three provinces and helps more than 590,000 people access public places to recycle plastic, paper, cardboard, glass and cans.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"Yes, the sentence is discussing scope 3 emissions. The category of scope 3 emissions mentioned in the sentence is ""Waste generated in operations"".",yes
"In the face of the 2022 water shortage in Nuevo Leon, Mexico, Coca Cola and its bottling partners responded quickly to implement additional measures including rehabilitating 15 public water wells, with the goal of expanding water access to families throughout the city of Monterrey and its more than 5 million inhabitants.
","{'scope3': 'no', 'vague': 'specific'}",no,specific,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"We also continued to provide clean drinking water, at all times, free of charge, to local families through an outdoor faucet at the Topo Chico bottling plant.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,The sentence is not discussing scope 3 emissions.,no
"Funded by The Coca Cola Foundation, the Safe Water project in.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Pucusana, Peru, focused on providing running water systems for the soup kitchens in the district, guaranteeing adequate hygienic conditions for meal preparation.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The project installed elevated water tanks and piping for each community kitchen, allowing proper washing of the ingredients.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Safe Water for Pucusana has installed 19 running water systems, guaranteeing safe meal preparation for more than 1,600 neighbors and users of the community kitchens.
","{'scope3': 'no', 'vague': 'notESG'}",no,notESG,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"Giants or Peque os Gigantes campaign in Latin America to encourage consumers to buy from their local store or market.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing scope 3 emissions.",no
"The project demonstrates the importance of these mini markets in every neighborhood and the role of consumers and companies to contribute to their growth.
","{'scope3': 'no', 'vague': 'generic'}",no,generic,NYSE_KO_2022_results.csv,"No, the sentence is not discussing any specific category of scope 3 emissions.",no
